user,rating,date,review
Евгений Шиповалов,5,1616578859.091057,"Лучший отель Европы для семейного отдыха. Великолепный отель. Рестораны. СПА центр. Рестораны. Парки. Японский парк произведение искусства... это надо видеть. Безопасность. Отзывчивость персонала. Пляж оборудован супер. Территория огромная, но электрокары.."
Sergey Siro h,5,1616578859.091057,Отличный отель
Alex De k,5,1616578859.091057,"Отличное место, безумное количество труда вложено в строительство и ежедневную организацию этого курорта. Живописное место, хочется конечно чтобы таких мест или похожих было больше и больше людей могло туда попасть. Спасибо всему персоналу, за свои 33 года я лучшего места не видел, а мой ребенок вообще в восторге, наверное он запомнит это надолго."
А Г (A.G.),1,1616578859.091057,Отвратительный сервис при заоблачных ценах!
Mambet Muratgaziev,5,1616578859.091057,Божественное место
Anna Kurdyukova,5,1616578859.091057,"Уникальное место, прекрасная природа, всё до безумия красиво!"
Andrea Barani,5,1616578859.091057,"Одно из лучших мест в Крыму, спроектированное сэром Норманом Фостером. Этот отель и спа-центр является воплощением дизайна, современности и роскоши. На данный момент бар считается одним из лучших в Крыму. Очень рекомендуем, если вы любите роскошь и шик, если вы хотите провести время в деловом месте, провести роскошный отпуск или просто насладиться спа-центром и хорошей погодой Крыма."
Helen,5,1616578859.091057,"Место шикарное! Огромная благоустроенная территория с чудным японским садом, термальными купелями и водопадами. Сказочный парк чудес Дримвуд с аттракционами, аквапарком. Имеется турецкий хамам, несколько видов саун, алтайская баня, спа-центр, медицинский центр со всем спектром услуг, клиника персонализированной медицины. Более 10 ресторанов и баров. Вертолетная площадка, бесплатная парковка. Питание- шведский стол. Крутой пляж с шезлонгами и бунгало. Всего не перечислить. Достойное место для достойных людей"
Татьяна С,5,1616578859.091057,Территория шикарная
Дмитрий Казак,5,1616578859.091057,"Уникальный сверхбыстроразвивающийся гостиничный комплекс! Новый красивейший пляж, прекрасное озеленение, полноразмерный игровой корабль! Все виды услуг. Косметологическая клиника, винный парк, японский сад, детский парк развлечений и т.д. P.S. Август 2020: для заселения обязательно нужна справка об отсутствии COVID"
Iliya Malkov,5,1616578859.091057,Это лучшее место в мире
Baha Zoo,5,1616578859.091057,Я в восторге от отеля. Мне все очень понравилось
Евгения Степанова,5,1616578859.091057,"Отличное место. Красивая и ухоженная территория. Вежливый и внимательный персонал. Отличный тренер по плаванию Алла (ей отдельная благодарность за индивидуальный подход к ребёнку в преодолении страха перед водой). Отличное питание и  комплекс процедур. Жаль бассейн работает с 8:00. Хотелось бы пораньше (хотя бы  с 7). А вот режим работы Друмвуда всего до 19:00. Еще бы часок в летнее время не помешал - как раз жара спадает, а времени для развлечений совсем мало остается. (днем очень жарко). В целом очень давольны! Благодарим за чудесный отдых ! Не разделяю негативные отзывы по данному месту отдыха."
Екатерина Макаренкова,5,1616578859.091057,"Восхитительное место с точки зрения природы, но БОЛЕЕ восхитительное с точки зрения СЕРВИСА! Здесь сделано все, чтобы отдых был незабываемым! Хотите напитаться красотой и впечатлениями? Вам сюда! Каждый уголок земли -красота и удивление! В ресторане, на процедурах, на пляже, на спортивных занятиях ( играла в волейбол, освоила йогу на батутах, холила в горы и тд) все сотрудники предупредительны, вежливы, обходительны, все время желают хорошего отдыха! А как улыбаются?! Несмотря на то, что они в масках, глаза так светятся, как будто лучики солнца играют. В общем:ВОСТОРГ!!! Обошла всю территорию , казалось бы все видела, а на 8 день  опять открытие - новый чудесный фонтан у виноградников! Впечатлений на всю жизнь! Здесь продумано ВСЕ ( лечение, пляж, развлекательные шоу, спорт,  занятия с детьми,  развлечения на любой вкус) причём все очень высокого качества! Огромное спасибо тем, кто эту красоту  придумал, поддерживает, совершенствует и вдохновляет персонал дарить такой сервис! Это волшебное место!"
Полина Долгополова,5,1616578859.091057,"Очень красивое, стильное, модное место. Вкусно готовят."
Александр Чорненький,5,1616578859.091057,Шикарное место
саид Албеков,5,1616578859.091057,Там красивое море
Виталий Андреев,5,1616578859.091057,"Все на высшем уровне! Советую.,."
Mi ha T,1,1616578859.091057,"Странное место... Моя оценка не отелю, а персоналу. Ярчайший пример того, когда большинство сотрудников, обязанных решать возникающие проблемы, а не создавать их  -  бездари, не умеюшие и не желающие работать на должном уровне. Отель, проживание в котором, ДОРОЖЕ чем в Ritz Carlton АБУ-ДАБИ, при этом в номерах нет кофемашины, а на завтраках нет свежевыжатых соков,  каппучино и латте! Отель, в котором не стыдятся позвонить и попросить ""подправить"" в лучшую сторону отзыв, и не потому, что претензии безосновательные, а потому, что им мало получаемой оценки! Шикарный отель, бассейны,  парк аттракционов, японский сад, эскалаторы с пляжа... Всё меркнет, когда так выполняются обязанности. Отдыхали с 1 по 5 июля 2020 семьёй 6 человек. Брали 2 номера: стандарт и сьюит. 1. При заселении в 19 часов выяснилось, что сьюит не готов (при том, что  при оплате и подъезжая звонили и напоминали о необходимости детской кровати и организации доп.спального места). Все обращения на рецепшен и в службу по работе с клиентами, на то что детей нужно укладывать спать не приносили успеха до 23 часов. 2. При заселении (01.07) напомнили о дне рождения (02.07) старшего сына (20 лет). 02.07 напомнили ещё 3 (ТРИ) раза.... НИЧЕГО! 03.07 напомнили опять! Принесли комплимент от отеля и ваучер на скидку в ресторан. Скидка была уже не нужна, а комплимент выглядел как ""отжатая"" подачка. 4. В 9 часов уехали на экскурсию и оставили информацию о необходимости уборки в номере. Вернулись в 16 часов и обнаружили тряпку уборщицы и ОДНУ убранную кровать! Ни пополнения, ни уборки! Обращались 5 раз во все возможные службы с просьбой навести порядок и пополнить воду/заварку... НИЧЕГО! В 22 часа, после разбирательств со службой по работе с клиентами принесли воды. Всё! Вечером обнаружили конверт-уведомление об окончании пребывания и о задолженности за мытьё машины 1500р. (КОТОРОГО НЕ БЫЛО) и долг 270 р. за чашку (ОДНУ)  капучино на одном из завтраков. При выписке за ""придуманную"" мойку без извинений 1500р. сняли, а 270р., сославшись на отсутствие мелочи, попытались округлить до 300р. Мы попросили справку об эпидокружении (отсутствии контактов с инфицированными на территории отеля), т.к. уезжали в другой отель. После ряда уточнений в недрах своих специалистов, было предложено пройти терапевта (1500р. с человека). Но, пообщавшись с десятком разных сотрудников отеля и мед.центра и только благодаря заведующей медцентра ЛИЧНО) , она нам их выписала под свою ответственность бесплатно."
Мари Кор,5,1616578859.091057,"Аквазона в ""Mriya"" - это отдельная история. Чего стоит там только фитосауна и можжевеловая сауна. Попадаешь туда и пропадаешь! Жаль нельзя передать запах."
Daria Re hetnyak,5,1616578859.091057,Нам все понравилось. Соотношение цена-качество-сервис. Море чистое. Уборка номеров прекрасное. Континент замечательный. Все на уровне. Придраться просто не к чему
Роза Цветочек,5,1616578859.091057,"Шикарный отель.  Комфортные номера, отличная кухня."
D G,1,1616578859.091057,"Отель который обманывает клиентов, априори не может считаться приличным отелем. Час из Ялты добирались, чтобы посетить их парк Парк аттракционов, а он не работает. На сайте ничего об этом не пишут."
Элина Малина,5,1616578859.091057,Восхитительный отель
neovig,5,1616578859.091057,"Чудеса инженерной мысли. Вот что могут сделать русские люди с неограниченным бюджетом. Спасибо Вам за это Герман Оскарович, вы Великий человек!"
Александра К,5,1616578859.091057,"Отдыхали там в прошлом году, вообще все замечательно было, но вот Японский сад – прям непередаваемый восторг. Не думала, что смогу увидеть и так сказать «потрогать» частичку настоящей Японии!!!  Сделано всё с умом, может действительно какого-то востоковеда приглашали, я немного увлекаюсь культурой и традициями азиатских стран, так что могу сказать, что воссоздано всё с потрясающей точностью. Там же можно не только насладиться природой, но и посмотреть и поучаствовать в чайной церемонии, а также сходить на йогу. Причем вся эта атмосфера очень правильно настраивает на занятия, в обычном спортзале такого эффекта не добиться. Отель очень крутой, СОВЕТУЮ!!!"
X  K x,5,1616578859.091057,"Весь бы ЮБК привести в такой порядок как здесь.Сервис 5звезд соответствует.Спокойно,очень чисто,просторно,стильно и красиво.Много зелени ,цветов.Комфортный релакс."
Иван Изгаим,3,1616578859.091057,Работали на виллах! Подрядчик кинул на деньги! Подрядчик - Калашников Илья
Kri ti Lukyanchuk,5,1616578859.091057,"Обожаю данный отель,посещаю его каждый год на протяжении 4х лет.Сервис на высшем уровне,чистота  в номерах,разнообразные блюда на шведском столе.Но,отдых не из дешевых.Самый лучший отель Крыма,не раз удостаивался разнообразных премий в сфере отелей."
Alena Prazdnichkova,5,1616578859.091057,Все было превосходно
Юлия Соболева,5,1616578859.091057,"Сад, дримвуд, как и в прошлый раз, великолепны – остались самые приятные воспоминания, которые будут согревать еще долгие годы. Огромное спасибо за школу профессий. Жаль, что все мероприятия, кроме профессии ""экскурсовод"", отменили.  Отдельный респект музыкантам за концерт в лобби - спас наш вечер, так как  шоу танцующий фонтан не было, в ночном клубе заявленного мероприятия не было, вернулись в лобби посмотреть концерт Лободы – до 22.40 так и не дождались и побрели в номер. Если бы в приложении сообщали об отмене мероприятий – и сейчас не написала бы. Шведка и комплектование номера чуть хуже, чем в прошлый раз. Десерты перепробовала все, так как ни один невозможно было впихнуть в себя после первого кусочка, зато  выпечкой невозможно было наесться – пекари от Бога! Понимая  сложность ситуации, в которую все мы попали, об этих нюансах, кроме Вас, никому рассказывать не буду. Думаю, что в данных обстоятельствах сотрудники делали все, что могли. Главное – это то, что есть желание побывать здесь еще раз и  безусловно рекомендовать друзьям и знакомым! Многие уже побывали и очень благодарны мне за рекомендацию. Всех благ!"
SVarog well,5,1616578859.091057,"Лучший отель Крыма !!! Отдыхаю не первый раз ,все становится лучше, Всем искренне советую ! Это отель в который хочется всегда вернуться"
Harley Q,5,1616578859.091057,"Все очень понравилось, только жаль, что через 3 дня после прибытия закрыли все бассейны, если бы знала, что будет такая ситуация, возможно, не поехала бы, поскольку очень рассчитывали плавать, а плавать было негде. Также не понравилось, что почти все занятия в фитнес клубе платные. Фактически, было 40 минут в день 1 бесплатное занятие (волейбол пару дней и йога в 1 день). Необходимо расширить программу для гостей. По еде все супер,  хвала поварам! Очень доброжелательный персонал, особенно персонал ресторана , а также очень вдохновляли аниматоры в парке Дримвуд, во всем помогали и приглашали на аттракционы."
Елена Игумнова,5,1585042859.091057,"Во время отдыха в Мрии решили еще и здоровье поправить - мелкую записала на программу свободное дыхания. Медицинский центр здесь по спектру действия и оснащению опережает многие санатории с большой историей и опытом. В программе много мед.процедур, есть все узкие саециалисты, к которым можно попасть на консультацию, причем свободно. Отношение персонала очень хорошее, стараются найти с ребенком общий язык, расположить к себе, чтобы малыш не боялся ни их, ни процедур. Очень надеюсь на результат, потому что эта зима у нас была ну просто аномально плохая, болели много и часто."
V Kr,5,1585042859.091057,"Лучшее место. Помимо всех преимуществ, на территории есть детский парк развлечений, японский сад"
Elena Pavelko,5,1585042859.091057,Супер!! И территория и холлы и кухня!! Бассейны и парки!!!
Олег Винайлев,5,1585042859.091057,Супер отель качество обслуживания выше всяких похвал очень качественное и разнообразное питание
Yellow Zhenya Kopytin2,5,1585042859.091057,Все очень понравилось!!!
Anton Ru ak,5,1585042859.091057,Отличный сервис. Всё понравилось
Nata ha Selyk,5,1585042859.091057,Это рай !
meli  ailchinov,5,1585042859.091057,"Отличный санаторно-курортный комплекс. Все сделано на высшем уровне. Номера чистые, уютные. Трех разовое питание в ресторане Ажур. Есть свой медицинский центр, где оказывают различные оздоровительные процедуры(мне особенно понравилась вихревая ванна с травяными концентратами). Еще советую посетить парк развлечений Дримвуд, в котором есть много разных атракционов. Детям обязательно понравятся. Так же, можно посетить японский сад, правда не советую брать каляски. Там очень много ступенек. В общем советую посетить данный санаторно-курортный комплекс. Нам все очень понравилось. В будущем обязательно посетим еще раз."
Рост рост,5,1585042859.091057,"Все классно! Но в праздники, хотелось бы больше внимания для гостей!"
Нуркен Рахимгалиев,5,1585042859.091057,Мне очень понравилось !
Михаил Крымский,5,1585042859.091057,Релакс
Ирина Запылаева,3,1585042859.091057,"Посетили в марте Мрию. Все впечатления перебило ужасное самочувствие после посещения бассейна. Рвота и диарея, здравствуй ротовирус."
Ana ta iya Yarovaya,5,1585042859.091057,"Очень красиво, отличный сервис"
Екатерина Литвинова,5,1585042859.091057,Впечатления на 10 звёзд.С детьми тут здорово)))
Андрей Пономарев,5,1585042859.091057,Шикарный отель в крыму
ROMAN RUD,2,1585042859.091057,Для 5 звезд это ужасно!
M ti lav Kolpakov,3,1585042859.091057,"Приехать в Мрию в низкий сезон было нашей большой ошибкой. Насколько изумительным был здесь отдых в сентябре, настолько ужасно отбыли свои 10 дней в конце февраля. Очень шумно из-за строительства новых вилл и реконструкции пляжа. У кого вид на море - ещё ничего, а вот вид на виноградник - хоть вешайся - шум стройки и днём и ночью, большегрузные автомобили и цементовозы курсируют под окнами постоянно. Внутри от шума тоже не спрячешься, т.к. из-за акции ""дети бесплатно"", детей маленьких едва не больше, чем взрослых. Они - повсюду. Мы не против детей, но дайте время/место остальным гостям посидеть в тишине в ресторане, посмотреть серьезные фильмы в кинотеатре, не отвлекаясь на прыгающих деток, которым до фильма дела нет. Хотя бы по полчаса в день в сауне и бассейне, чтобы можно было именно поплавать и погреться без снующих туда-сюда детишек... Что касается медицины, фитнеса, обслуживания в ресторане - всё это на высочайшем уровне, и за это огромное спасибо персоналу. А вот после завтрака в день отъезда моя жена получила отравление и второй день не может ничего есть - будьте осторожнее насчёт салатов (я его не стал брать и остался здоровым)."
Ирина Матанцева,5,1585042859.091057,"Отдыхали у вас семьей во второй половине зимы 2020 года. Впечатлений море, эмоции неописуемые. Прекрасные рестораны, отличный SPA салон, красивейший Японский сад, свежий воздух, просторная территория, а чего только стоит теплый бассейн в зимнее время года! Дети остались в восторге от Вашей анимации, а мы с мужем – от сервиса, который является, наверное, лучшим, в странах СНГ!"
Дмитрий Кучумов,5,1585042859.091057,"Пока отдыхали в Мрии, частенько ходили в Фостер клуб - хорошие  заведение, все сделано очень достойно, публика адекватная, в таком заведении приятно отдохнуть и потанцевать. В какой-то раз попали на мероприятие ""Угадай мелодию"". Понравилось во многом благодаря веселому ведущему, ну и в принципе формат местной игры практически во всем совпадал с тв-шным. Однозначно, получили удовольствие от игры))"
Dmitriy Badikov,3,1585042859.091057,"Прекрасная территория, замечательный номер, неплохой персонал, что и ожидаешь за весьма нескромную сумму, но все это перечеркивается рестораном. Если придешь в числе первых, то блюда еще есть в наличии, но как-то странно, вроде всего много, при этом, выбрать нечего. Ходишь, ходишь с пустой тарелкой по кругу...Хотя, конечно это дело вкуса. Совсем другое дело это качество блюд. Мы получили замечательное ""поздравление"" к празднику в виде отравления в ресторане отеля. Как выяснилось также ""поздравили"" отдыхавших в тот же период (февраль 2020) наших знакомых. При этом никаких извинений либо чего-то иного от отеля мы не получили. На момент выезда работник отеля поинтересовался как прошел отдых и услышав об отравлении сказал: ""Ну сейчас же все хорошо"". Конечно, хорошо! Мы же уезжаем, слава Богу, не в реанимацию, а домой, хоть и с мешком лекарств и синяками под глазами. И еще. Мы много путешествуем и останавливаясь в люксе ожидаешь соответствующего наполнения номера, но еще никогда и нигде я не встречал в люксе пустого минибара, который, со слов горничной, наполняется по отдельному заказу!"
Юлия Щербакова,5,1585042859.091057,Этот отель действительно МЕЧТА!!!
Мирчик,5,1585042859.091057,"Ездили с детьми и мужем, все были в восторге от отеля, от всего, вообще от поездки. Не ожидали, что так активно проведем отдых, ездили и на экскурсии, и в парк Дримвуд ходили, и в бассейн, и в Ялту пару раз выезжали. Все прошло очень чудесно, впечатлений масса. Сам отель, конечно, на высоте, думаю, по условиям проживания и питания, ну и вообще инфраструктуре, Мрия, наверное, лучший отель на черноморском побережье. Считайте, были здесь зимой, и настолько понравилось, летом, наверное здесь вообще цены не будет - море рядом, пляж свой, к пляжу спуски есть, все оборудовано, обустроено. Вот бы сюда на летние каникулы приехать."
Анна Александровна,5,1585042859.091057,Это лучший отель! Было чем заняться каждый день! Персонал супер приветливый! В наш праздник нас окружили заботой и пониманием! Я вернусь сюда еще много раз!
My teriou  operator,5,1585042859.091057,"Прекрассное место, как житель Крыма, скажу, что лучше для время припроваждения в на нашем полуострове нет! P.S. Был во всех именитых саноториях Крыма!"
ivan Dominicana,5,1585042859.091057,"Отличный отель, очень хорошее обслуживание!"
dockor81,5,1585042859.091057,"5 звезд, этим все сказано!"
Den Karp,5,1585042859.091057,"Очень круто, иногда даже не понимаешь,  что находишься в Рашке)"
Игорь Алтунин,5,1585042859.091057,Впечетлило все красиво ухожено приветливой персанал.Доктора обходительны.Общее хорошо отдохнули!
Зарема Х.,5,1585042859.091057,"Сказочное место! Понравилось абсолютно все и мы обязательно вернемся. Японский сад покорил, детский парк Дримвуд вернул в детство и подарил много радости и эмоций. Великолепная территория, зоны отдыха, спа. Питание на высоком уровне, очень вкусное, качественное и разнообразное. Все ваши международные награды - заслуженны, вы самые лучшие в мире!"
Andrey Pangin,3,1585042859.091057,Супер отель. Ни дорого!!!
Лейла Стрекаловская,5,1585042859.091057,Классный отдых …
Iuliia Pozdnyak,3,1585042859.091057,"Номера не проверяются перед заселение ( не рабочий кондиционер в комнате, чинили каждый день)!!!! Квалификация технического персонала на очень низком уровне, так и не сумели решить проблему!!Да и работа кондиционера настроена так, что при проветривании он отключается, невозможно сделать комфортные условия воздухообмена и тепла!!! А заклееные скотчем окна, потому что ветрено - это вишенка на троне для 5* отеля!!!Протекает сантехника в душевой, битые пиксели на ТВ, сломанная детская кроватка (как можно это все не проверять и не поддерживать в должном состоянии работниками 5* отеля!!!!).Номер категории "" Семейный люкс"" абсолютно не предназначен для отдыха с детьми, да и в целом семьи!!! Объясняю: на сайте мрии при бронировании не указано, что отсутствует ванна и этого не видно на предложенных фото! а купать грудного ребенка в ванночке в душевой не удобно, слить воду после купания невозможно не залив все помещение за стеклянной стеной! Далее, наличие душевой за стеклянной перегородкой - это не решение для семейного номера! члены семьи могут принимать душ и ложиться отдыхать в разное время, номер сам двухкомнатный, рассчитан на семью, а возможности не мешаю друг другу принять душ не имеется!!! В туалетах нет вытяжки!!! Двери закрываются везде не плотно, семье счастливого отдыха! В спальне отсутствует потолочное освещение, только приглушенный свет ночник, а если номер подразумевает нахождение в нем 4 взрослых, то это неприемлемо ( опять же, у всех разный режим дня)! Теперь детский клуб: отсутствует подогрев пола, а он холодный, дети в носках; возле лабиринта очень дует из окна! Аниматоры не плохо работают с маленькими детьми 2-4 лет! Территория не предназначена для прогулок с колясками и инвалидов! Отсутствие пандусов и маршрутов для прогулок! Один путь к морю с достаточно крутыми списками и подъемами! Территория спланировано только для пеших прогулок! А у вас 5*!!! Благодарность только вашим поварам!!! Очень вкусно и разнообразно!!! Как для взрослых, так и для детей!!!"
İ mail ÖZKUL,5,1585042859.091057,супер место
Deny  Dubogray,5,1585042859.091057,Шикарно! Много мест для прогулок и для уединения. Комфортно.
Сергей К,5,1585042859.091057,Лучший отель Крыма!
Дарья Лузина,5,1585042859.091057,"Оценка 5Всё на высшем уровне. Отель отличный, приятное постельное, комфортные подушки, тихо, уютный номер с видом на море, чистота. Вкусная и разнообразная еда. В следующий раз только в этот отель. …"
Oleg D,5,1585042859.091057,"Отель самого высокого уровня в Крыму. Очень замечательный парк,  отзывчивый персонал, современное медицинское оборудование. Отдых не забываемый!!!"
Ирина Литвинова,5,1585042859.091057,"Очень понравился отель. Хорошая, приветливая и достойная атмосфера. Крайне любезный и предупредительный персонал. Похвала всем сотрудникам Мрии. Ненавязчиво и разнообразно организован досуг. Спасибо, возможно приедем еще.  PS. Если бы на вашем сайте была информация о времени работы Японского сада, Дримвуда и др., то было бы проще планировать время посещения отеля."
Ирианна Мартан,5,1585042859.091057,Супер!!!!!
Alek andr Smirnov,5,1585042859.091057,"Роскошный отель, ощущения такие, что находишься ну совсем не в России)"
Dilindon Bekbaev,5,1585042859.091057,"Очень классно,всё понравилось.еда изумительная,шев повару респек.спа вышей похвал.обс персонал вышей похвал."
Наталья Данцкер,5,1585042859.091057,"Парк Дримвуд - великолепное место! Отлично провели день с детьми. Дети в восторге. Рекомендую всем, и большим и маленьким"
Daria Matveyeva,4,1585042859.091057,"Потрясающая территория, интересный dreamwood парк, фантастические виды на море и окрестные горы. Парковка ля гостей парка ужасная, ресторан в парке дороговат и немного фаст фуд"
Нурсали Машруфан,5,1585042859.091057,"Хотите увидить будущее России, побываете в Мрие"
Диана Севастьянова,5,1585042859.091057,Великолепное место. Как будто  в сказке побывала. Отель особенно хорош в преддверии Нового года
Андрей Нарижный,5,1585042859.091057,"Замечательное место для отдыха как семейного так и корпоративного. С удовальствием посетили второй раз. Очень понравился Японский парк, Гримауд, термальные ванны, да и вся территория. Очень красива вечером. Хорошее питание. Первый раз покупали полный пансион, в этот раз брали с завтраком вполне хватило. Рекомендуем плсетить а доброжелательному коллективу Мрии успеха и развития."
Yalta H_A_M,5,1585042859.091057,Самое крутое место
АЛЕКСАНДР ЮЖНЫЙ КРЫМСКИЕ ИСТОРИИ,5,1585042859.091057,Самое дорогое место отдыха в крыму.. хамам и бани.. афигенный парк развлечений для детей.. цветущий японский сад и множество неоправданных понтов и цена  …
Nina Pankina,5,1585042859.091057,Шикарный отель! Понравилось почти все! Территория просто огонь!!!! Из минусов перегородка между комнатой и ванной прозрачная.... И не закрывающийся душ и туалет. С маленькими детьми не удобно.
Анатолий Власов,4,1585042859.091057,Не оправдано высокие цены
Рамиль Мухаметзянов,5,1585042859.091057,Отлично
_ TOPNADO,4,1585042859.091057,Дорогущий отель для понтов
Наталья Спиряева,5,1585042859.091057,"Замечательный отель,дороговато только"
Vutaluu Zagorulko,5,1585042859.091057,"Хороший отдых,но дорогой("
Ольга Кочанова,5,1585042859.091057,"Классный отель, суперский отдых, очень веселый, столько всего интересного смогли попробовать, и в детской анимации постоянно участвовали, и болели за нашего папу, когда они играли. Очень здорово!!!"
Евгения Прокопчук,5,1585042859.091057,Очень люблю проводить отпуск в Мрии.
Наталья Соловьева,5,1585042859.091057,"Как оказывается хорошо в Крыму! Тепло, природа такая красивая!!! В Мрии прекрасно!!!"
Н Н,5,1585042859.091057,"Дизайн отличный, высокое качество материалов отделки; вежливый персонал;  уборка номеров не лучшая,  номера не свежие: пятна на ковролине, сколы на столешницах, на прикроватных  тумбочках и на столешнице под тв пятна;  ужасные мягкие матрасы на кроватях; шведский стол уступает другим отелям Крыма, например таким как Пальмира Палас, мало готовых блюд, кухня не напряглась даже почистить и нарезать фрукты(хотя ,  отель скорее всего так экономит деньги, выкладывая одни и те же яблоки, киви по несколько дней, а может  плохо работает служба снабжения), даже салатов нормальных нет(все как будто на скорую руку),  из десертов куча каких-то мелких желешек, мало готовых, но при всем этом качество закупаемых продуктов отличное, не уступает Интуристу. сложилось впечатление, что качество работы кухни и службы, которая занимается уборкой номеров, не особо контролируют.Территория ухожена, не пылинки. Почему-то не работал два дня Дримвуд, хотя температура была выше +5. В целом отэль достойный,  если на мелочи закрывать глаза"
Natali YNV,5,1585042859.091057,Превосходные условия отдыха и проживания!!!! Все по высшему классу!!!!!
Игорь Сухорученко,5,1585042859.091057,Это Рай!
Дарина Демиденко,5,1585042859.091057,"Прекрасное место для отдыха всей семьёй. Еда в ресторанах вкусная. Парк ""Дримвуд"" превзошёл все ожидания! Отличный спа. Обязательно вернёмся ещё."
Itdream Mail,5,1585042859.091057,"Отличное место, на территории есть абсолютно все что вообще возможно))"
Britta  Bay Studio,5,1585042859.091057,"Потрясающее место! Один из таких в этом районе. Захватывающий вид на море и горы. Расположение идеальное, легко добраться до Ялты и Севастополя. Очень рекомендую, место номер один для посещения в Крыму. Отличный персонал, говорят по-английски"
